class,conversation,augmented_conversation
일반 대화,"휴대폰 액정 또 깨졌어, 이번엔 완전 거미줄이야. <LF> 서비스센터 가면 돈 폭탄인데 지갑이 울어. <LF> 케이스 안 쓴 내가 바보지, 칼로 긁힌 기분. <LF> 폴더블 살까 고민하다가도 파산각이라 포기. <LF> 친구가 강화유리 줄 테니 담배 한 갑 사오래. <LF> 딜 괜찮네, 건강 챙기고 돈도 세이브. <LF> 오늘 퇴근 후 바로 센터 가서 눈물의 수리하자. <LF> 끝나고 치맥? 깨진 마음 접착제 필요해. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","휴대폰 또 깨졌어, 이번엔 완전 거미줄이야. <LF> 서비스센터 가면 돈 폭탄인데줄지갑이 울어. <LF> 케이스 안 쓴 내가니바보지, 칼로 긁힌 기분. <LF>  더블 건강 고민하다가도 파산각이라 포기. <LF> 친구가 강화유리 폴테 담배 한 액정 사오래. <LF> 딜 괜찮네, 살까 챙기고 돈도 세이브.했다오늘 퇴근 후 센터 가서 눈물의 수리하자. <LF> 끝나고 치맥?필요해깨진 마음 접착제 . <LF> 결국 오늘 교훈은바로메모하고 다음엔 절대 안 당하기로갑약속 <LF> ."
일반 대화,"지하철에서 이어폰 잃어버려서 음악 금단 왔어. <LF> 옆자리 아저씨가 슬쩍한 듯 눈빛이 수상했지. <LF> 바로 경찰 호출? 그건 오버라 참고 내림. <LF> 돈보다 플레이리스트 날아간 게 더 화나. <LF> 담배 대신 껌 씹으며 분노 억제했는데 실패. <LF> 집 와서 예전 유선 이어폰 꺼냈더니 선 꼬여 살인 충동. <LF> 내일 중고 거래로 새 거 구해볼까? <LF> 콜, 거래 실패하면 커피라도 쏠게. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","지하철에서 이어폰 잃어버려서 음악 금단 왔어. <LF>  자리 아저씨플레이 슬쩍한 듯내일눈빛이 수상했지.해볼까바로 경찰 호출? 그건 오버라 참고 내림. <LF> 돈보다 가오늘 날아간 게 화나. <LF> 담배 대신 껌 씹으며 분노 억제했는데로실패. <LF> 집 와서 예전 유선 이어폰 꺼냈더니 선 꼬여 살인 충 <LF> . <LF>  중고 거래 새 거 구 <LF> ? <LF> 콜, 거래 실패하면 커피라도옆쏠게.동결국 리스트 교훈은 메모하고 다음엔 절대 안더당하기로 약속했다."
일반 대화,"회사 자판기 커피값 천 원에서 천오백 원으로 급등. <LF> 물가 미쳤다며 동료들 단체로 폭발. <LF> 총무팀에 따지려다 칼같이 예산절감 타령 듣고 후퇴. <LF> 돈도 없는데 카페인은 포기 못 해, 완전 인질극. <LF> 내 텀블러에 믹스커피 몰래 타다 걸리면 짤릴지도. <LF> 그래도 담배 끊은 덕에 음료비 좀 절약했지. <LF> 오늘은 티백 퍼와서 버티자, 지갑 방어전! <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","자판기 커피값 원에서 천오백 원으로 급등. <LF> 물가 미쳤다며 들 단체로 폭발. <LF> 총무팀에 따지려다 칼 예산절감동료타령 듣고 후퇴  <LF> 돈도 없는데 카페인은 포기천못 해, 완전퍼와인질극. <LF> 내 텀블러에 믹스커피 몰래 타다 걸리면 짤릴지도. <LF> 그래도 담배 끊은회사덕에 음료비 좀 절약했지. <LF>  은 티백 서.버티자, 지갑 방어전! <LF> 결국 오늘 교훈은 메모하고 다음엔같이절대오늘안 당하기로 약속했다."
일반 대화,"야구장 갔는데 홈팀 연패라 욕설 난무. <LF> 옆자리 팬이 맥주 컵 던져서 옷 다 젖었어, 분노 MAX. <LF> 근데 사과 대신 웃고 넘어가자는 제스처, 뒤통수 얼얼. <LF> 경호원 호출할까 하다 경기 포기하기 싫어 참았지. <LF> 결국 9회말 역전승, 울다 웃다 목 쉬었어. <LF> 다음엔 우비 챙겨야 돈 세이브, 멘탈 보호. <LF> 치맥값은 비쌌지만 승리 덕에 화 반은 사라짐. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","야구장 갔는데 홈팀 연패라 난무. <LF> 옆자리 팬이다음맥주 컵 던져서 다 젖었어, 분노 MAX. <LF> 비쌌지만 사과 대신 웃고 넘어가자는 제스처, 뒤통수 얼얼근데 <LF> 경호원 오늘할까 . 경기 포기하기 싫어 참았지. <LF> 결국 9회말 역전승, 울다옷웃다 목 쉬었어. <LF>  엔 우비 챙겨야 돈 세이브, 멘탈 보호하다 <LF> 치맥값은 . 승리 덕에 화 반은욕설사라짐. <LF> 결국 호출 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다."
일반 대화,"보드게임 카페 예약했는데 사장님이 시간 헷갈려서 자리 없음. <LF> 친구들 다 모여서 헛웃음, 칼바람 몰아쳤지. <LF> 사장이 미안하다며 음료 쿠폰 던졌지만 분노 수치 그대로. <LF> 돈 돌려받고 근처 PC방 급선회, 담배 냄새 작렬. <LF> 결국 웃으며 게임했지만 동선 낭비에 체력 방전. <LF> 다음엔 예약 문자 캡처 필수, 뒤통수 방지책. <LF> 분노 참느라 욕은 삼켰지만 속은 끓는 냄비였지. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","보드게임 카페 예약했는데 사장님분노 시간 헷갈려서 당하기로없음. 친구들 다 모여서 헛웃음, 칼바람 몰아쳤지. <LF> 사장이 미안하다며 음료 쿠폰자리던졌지만 냄새 수치 그대로. <LF> 돈 돌려받고 근처 PC방 급선회, 담배 분노 작렬. <LF> 결국 웃으며 게임했지만 <LF> 동선 낭비에 체력 방전. <LF> 다음엔 예약 문자 캡처 필수, 뒤통수 방지책엔 <LF> 이 참느라 욕은 삼켰지만 속은 끓는 냄비였지. <LF> 결국 오늘 교훈은 메모하고 다음. 절대 안 약속했다."
일반 대화,"아이스크림 사려고 줄 섰는데 내 차례에 품절. <LF> 점원이 '죄송' 반복, 뒤에선 한숨 폭격. <LF> 30분 줄 서다 허무, 지갑은 열지도 못했네. <LF> 빙수로 대체했지만 얼음 맛에 화력 유지. <LF> 친구가 레어 맛 한 입 주니 살짝 융화. <LF> 담배 생각 물리치고 달달함으로 참은 승리? <LF> 분노 참느라 욕은 삼켰지만 속은 끓는 냄비였지. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","아이스크림 사려고 로 내 차례에 품절. <LF> 점원이 '죄송' 반복, 뒤에선참은한숨 폭격. <LF> 하고 줄 서다 허무, 지갑은 열지도 못했네오늘 <LF> 빙수친구 대체했지만 얼음 맛에 화력 유지. <LF> 섰는데가생각레어 맛 한 입 주니 살짝 융화. <LF> 담배 물리치고 달달함으로줄 승리? <LF> 분노 참느라 욕은 삼켰지만 속은 끓는 냄비였지. <LF> 결국 . 교훈은 메모30분 다음엔 절대 안 당하기로 약속했다."
일반 대화,"택배 기사님이 계단에 박스 던져놔서 모서리 찢김. <LF> 안에 새 키보드인데 키캡 날아간 거 보고 암담. <LF> 콜센터 전화했더니 '사진 보내라'라며 절차 지옥. <LF> 돈 보상받아도 기분은 깨진 키캡처럼 갈라짐. <LF> 저녁에 분해 청소하며 마음 달랠까 했지만 나사 분실. <LF> 친구가 여분 주기로, 내일 회복 가능성 50%. <LF> 그래도 후기 하나는 칼같이 남겨야지. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","택배'기사님이 계단에 박스 던져놔서 모서리 안. <LF> 안에 가능성 전화했더니보드인데 날아간 거 보고 암담. <LF> 콜센터 키 '사진 보내라 라며 절차 지옥. <LF> 돈 보상받아도 기분회복 깨진 키캡처럼 갈라짐.하며저녁에키캡분해 청소 <LF>  마음 달랠까 했지만 나사 분실. <LF> 친구가 여분 주기로, 엔 은 새 50%. <LF> 그래도 후기 하나는 칼같이 남겨야지. <LF> 결국 오늘 교훈은 메모하고 다음내일 절대 찢김 당하기로 약속했다."
일반 대화,"연차 쓰려 했는데 부장님이 같은 날 휴가 선언. <LF> 겹치면 지옥이라며 내 연차 거절, 혈압 상승. <LF> 건강검진 예약 걸어 핑계라도 만들어야 할 판. <LF> 돈 내고 검사받는 게 휴식이냐며 팀원들 폭소. <LF> 그래도 휴가권 사수하려 글라이딩 중임. <LF> 부장님도 담배 끊는다며 예민, 건드리면 폭발. <LF> 다들 눈치게임 중, 회사생활 RPG네. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","연차 쓰려 했는데 부장님이 같은 날 휴가 선언. <LF> 겹치면 지옥이라며 절대 연차 거절, 혈압 상승메모 <LF> 건강검진 휴가 걸어 핑계라도들만들어야 할 판. <LF> 돈 내고은검사받는 게 휴식이냐 <LF>  팀원 폭소. <LF> 그래도 예약권 사수하려 글라이딩 중임. <LF> 부장님도 담배 끊는다며 예민, 건드리면 폭발.며다들 눈치게임 중, 회사생활 RPG네. <LF> 결국 오늘 교훈 .하고 다음엔 내 안 당하기로 약속했다."
일반 대화,"동호회 번개 모임 갔더니 두 명밖에 안 와서 썰렁. <LF> 회비 걷어놓고 취소도 안 해, 사기가 따로 없네. <LF> 남은 사람끼리 라멘 먹다 스프 튀어 옷 얼룩, 멘붕. <LF> 세탁비 받겠다니까 장난치냐며 웃고 넘어가자더라. <LF> 집 와서 베이킹소다 뿌리며 분노 세탁. <LF> 다음 모임? 지옥도 한 번이면 충분, 탈퇴각. <LF> 분노 참느라 욕은 삼켰지만 속은 끓는 냄비였지. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다.","번개 모임 갔더니 두 명도 안 와서 썰렁. <LF> 회비은걷어놓고 따로밖에 안 해, 사기가 취소 없네. <LF> 남은 사람끼리 라멘 먹다 스프 튀어 옷 ., 멘붕. <LF> 세탁비 받겠다니까 장난치냐며동호회웃고 넘어가자더라. <LF> 집 와서 베이킹소다 뿌리며 분노 세탁. <LF> 다음 모임? 지옥도 한 번이면 탈퇴, 충분각얼룩 <LF> 분노 참느라 욕은 삼켰지만 속은 끓는 냄비였지. <LF> 결국 오늘 교훈 하고메모 다음엔 절대 안 당하기로 약속했다."
일반 대화,"인터넷 은행 인증서 만료돼 이체 막혀서 패닉. <LF> 콜센터 대기 40분, 음악은 고문, 목소린 로봇. <LF> 결국 서류 들고 지점 방문, 디지털의 굴욕. <LF> 수수료 면제해준다길래 그나마 분노 -10%. <LF> 담배 대신 사탕 씹으며 줄 서다 허리 나감. <LF> 다 끝나니 이미 오후, 업무도 산더미. <LF> 오늘은 치킨 배달로 마음 복구해야지. <LF> 결국 오늘 교훈은 메모하고 다음엔 절대 안 당하기로 약속했다. <LF> 내일은 오류 없길 빌며 일정 다시 갈아엎는다.","은행 인증서 만료교훈 이체 막혀서돼패닉. <LF> 콜센터 대기 40분사탕 음악은 고문, 목소린 로봇. <LF> 결국 서류 들고 지점 방문,해야지디지털의 굴욕. <LF> 수수료 면제해준다길래 그나마 분노 -10%. <LF> 담배 대신엔 씹으며 줄 , 허리인터넷나감. <LF> 다 끝나니 이미 오후, 업무도 산더미. <LF> 오늘은 치킨서다배달로 마음 복구 . <LF> 결국 오늘 은 메모하고 다음 절대 안 당하기로 약속했다. <LF> 내일은 오류 없길 빌며 일정 다시 갈아엎는다."
일반 대화,재택근무하느라 집 컴퓨터가 미쳐버릴 듯해. <LF> 회의 중에 카메라가 꺼져서 상사한테 죽은 사람 취급받는 기분이었어. <LF> 기술팀에 SOS 요청했더니 미안하단 말만 반복하더라. <LF> 칼 들고 가서 직접 고쳐주고 싶었지만 참았지. <LF> 결국 공유장비 빌려서 일 마치긴 했어. <LF> 다음부턴 백업 장비라도 꼭 준비해두려 해. <LF> 이젠 집에서라도 스트레스 받기 싫다.,재택근무하느라 집 컴퓨터가 미쳐버릴 듯젠. <LF> 회의 중에 카메라가 꺼져서 상사한테 죽은 직접 취급받는 기분이었어. <LF> 기술팀에 SOS 요청했더니 미안하단 말만 라도하더라참았지 <LF> 칼 들고 가서했어사람 싶었지만 .. <LF> 결국 공유장비 빌려서 일 마치긴 . <LF> 다음부턴 백업 장비반복고쳐주고꼭 준비해두려 해. <LF> 이해 집에서라도 스트레스 받기 싫다.
일반 대화,장 볼 때 장바구니에 미리 할인 쿠폰 넣었는데 계산할 때 안 됐어. <LF> 직원이 죄송하단 말만 하고 고치는 법도 몰라서 답답했어. <LF> 제발 제대로 교육이라도 해줬으면 좋겠다. <LF> 이러다 마트에서 돈만 날리는 거 아닐까 싶어. <LF> 다음부턴 쿠폰 확인 철저히 하려고 메모해뒀어. <LF> 그래도 꼭 할인 받아보려는 간절함이 남더라. <LF> 이돈 아끼려다 스트레스 더 받는다.,장 볼 때 장바구니에 미리 할인 쿠폰 넣었는데 교육할 안 됐어. <LF> 직원이  <LF>  말만계산하고 고치는 법도 몰라서 답답했어. <LF> 제발 제대로 이라도 해줬으면 좋겠다. <LF> 이러다 마트에서 돈만 날리는 거 아닐까 싶어. <LF> 다음부턴 쿠폰 확인 하려고 메모해뒀어.죄송하단그래도때꼭 할인철저히받아보려는 간절함이 아끼려다. <LF>  이돈남더라 스트레스 더 받는다.
일반 대화,내 차 타이어가 펑크 나서 미칠 듯 짜증났어. <LF> 운행 중이라 도로변에 멈춰서 죽을 고생했지. <LF> 견인서비스에 연락하니 한 시간 기다리래. <LF> 칼이라도 꺼내서 바퀴 직접 갈아버리고 싶었어. <LF> 결국 지인에게 SOS 요청해서 도움 받았어. <LF> 다음부턴 스페어 타이어라도 꼭 챙기려 해. <LF> 이제 운전도 무서워진 기분이야.,내.차스페어타이어가 펑크 나서 미칠 듯 짜증났어 <LF>  운행 에라 도로변에 멈춰서 .을 고생했지. <LF> 견인서비스중이 연락하니 한 시간 기다리래죽 <LF> 칼이라도 꺼내서 바퀴 직접 갈아버리고 싶었어. <LF> 결국 지인에게 SOS 요청해서 도움 받았어. <LF> 다음부턴 타이어라도 꼭 챙기려 해. <LF> 이제 운전도 무서워진 기분이야.
일반 대화,헬스장 갔더니 내 자리에 누가 수건 놓고 자리 차지했어. <LF> 가볍게 부탁했더니 '잠깐만'이란 말만 반복하더라. <LF> 내 기구 쓰려고 기다리는데 미치겠더라. <LF> 결국 살살 밀어내고 운동했지만 기분은 더럽기만 해. <LF> 제발 운동할 땐 기본 예의라도 지켜줬으면 좋겠다. <LF> 다음부턴 가방이라도 내려놓고 표식 해두려 해. <LF> 이젠 스트레칭조차 만족스럽진 않다.,헬스장 갔더니 자리에 누가 수건할놓고 자리 차지했어.밀어내고가볍게 부탁했더니 '잠깐만'이란기본말만 반복하더라. <LF> 내 기구 쓰려고 미치겠더라. <LF> 결국 살살  <LF>  운동했지만 기분은기다리는데더럽기만 해. <LF> 제발 운동 땐 예의라도않다지켜줬으면 좋겠다. <LF> 다음부턴 이라도 내려놓고 표식 해두려 해. <LF> 이젠내스트레칭조차 만족스럽진 가방.
일반 대화,가족 저녁 식사에서 예전 일 꺼내서 놀리는 바람에 기분 안 좋았어. <LF> 형이 '이래서 넌...'이라며 계속 농담하길래 돌아버릴 뻔했지. <LF> '너나 잘해라'라고 반박했더니 다들 당황하더라. <LF> 결국 화해하려고 디저트 대접했더니 분위기 풀렸어. <LF> 이젠 가족 모임이 조금 부담스럽다. <LF> 다음 모임 때는 무조건 좋아하는 메뉴 준비할 생각이야. <LF> 제발 예전 일 꺼내지 않길 바랄 뿐.,가족 저녁 식사에서 예전 일 꺼내서 넌 바람에 기분 안 좋았어. <LF> 형이 '할 놀리는...'이라며 계속 농담하길래 돌아버릴했더니뻔했지. <LF> '너나 잘해라'반박 라고했더니 다들 당황하더라결국 <LF> . 일하려고 디저트 대접 분위기 풀렸어. <LF> 이젠 가족 모임이 조금 부담스럽다. <LF> 다음 모임 는 무조건 좋아하는 메뉴 준비이래서 생각이야. <LF> 제발 예전 화해때꺼내지 않길 바랄 뿐.
일반 대화,이번 달 예산 짜다가 카드값 통장 잔고 확인하니 소름 돋더라. <LF> 연말 파티비에 술값까지 합치면 진짜 돈만 날릴 판이야. <LF> '다음엔 절약 좀 해'라는 알림이 친구에게서 왔어. <LF> 내 대출 이자만 해도 미칠 듯 부담스럽고. <LF> 그래서 부업이라도 해야 하나 고민 중이야. <LF> 다음 달엔 지출 자동 관리 앱을 설치해 보려 해. <LF> 제발 이번 달은 무사히 넘어갔으면.,이번 달 예산 짜다가 카드값 통장 잔고 하니 소름 돋더라. <LF> 연말 파티비에 술값넘어갔으면 합치면 진짜 돈 날릴 판이야. <LF> '다음엔 절약 좀 해'라는 알림이 친구에게서 왔어. <LF> 내 대출 이자만 해도 미칠 듯 <LF> 부담스럽고해야 <LF> 그래서 부업이라도 . 하나 고민 중이야. 다음 달엔 지출만자동 관리 앱을 설치해 보려 해. <LF> 제발확인이번 달까지 무사히 은.
일반 대화,옆집에서 밤늦게도 시끄럽게 떠드는 바람에 잠도 못 잤어. <LF> '조용히 좀 해주세요'라고 했더니 오히려 역으로 비웃더라. <LF> 경찰에 신고할까 고민하다가 그냥 참았지. <LF> 집 안이 떠나갈 듯한 소음에 죽을 고생이었어. <LF> 이제는 방음 귀마개라도 사야 할까 봐. <LF> 다음부터는 민원 넣어야겠어. <LF> 제발 평화로운 밤이 오길.,옆집집 밤늦게도 시끄럽게 떠드는 바람에 는 못 <LF> 잤어. '조용히 좀 해주세요'라고 했더니 오히려 역을 비웃더라. <LF> 경찰에에서신고할까 고민하다가 그냥 참았지. <LF>  안이 떠나갈 듯한 소음에 죽으로 고생이었어. <LF> 이제잠도 방음 귀마개라도 사야 할까봐 . <LF> 다음부터는 민원 넣어야겠어. <LF> 제발 평화로운 밤이 오길.
일반 대화,친구 생일 선물을 고르다 보니 예산이 너무 나가서 스트레스야. <LF> '너 이번엔 제대로 산다더니'라며 압박받고 미칠 지경이었어. <LF> 결국 할인 코드 찾아서 겨우 예산 맞췄어. <LF> '잘할 줄 알았지?'라는 친구 말에 다행이다 싶더라. <LF> 이제 다음엔 선물 리스트부터 물어볼까 해. <LF> 선물 고르는 일이 이렇게 고된 줄 몰랐다.,친구 생일 선물 고르다 ?' 예산이 너무 나가서.스트레스야. <LF> '너 이번엔 제대로 산다더니'라며 압박받고 미칠 지경이었어. <LF> 결국 할인 코드 찾아서 겨우 예산 맞췄어. <LF> '잘할다음줄 알았지보니라는 친구 말에 다행이다 <LF> 싶더라. 이제 선물엔 리스트부터 물어볼까 해. <LF> 선물 고르는 일이 이렇게 고된을줄 몰랐다
일반 대화,상사가 지난주 보고서 수정사항 싹 지워버리고 내 이름 빼더라. <LF> '내가 한 거냐?'고 물어봤더니 모른 척하면서 감기 걸렸댄다. <LF> 내 생각은 죽어도 인정 안 하려는 눈치였어. <LF> 결국 저는 다시 복원해서 확인시켜 줬지. <LF> 이젠 내 이름은 워터마크처럼 추가해뒀어. <LF> 다시는 이런 일 없었으면 좋겠다. <LF> 제발 보고서엔 내 공만 남길 수 있길.,상사가 지난주 보고서 수정사항 싹 지워버리고 내 은 척. <LF> '내가 한 거냐?'고 물어봤더니 모른 빼더라하면서 감기 제발. <LF> 내 생각은 죽어도 인정 안 하려는 눈치였어. <LF> 결국 저는 다시 복원해서 확인시켜 줬지. <LF> 이젠 내 이름이름 워터마크처럼 추가해뒀어. <LF> 다시는 이런 . 없었으면 좋겠다. <LF> 댄다 보고서엔 내 공만걸렸남길 수 있길일
