clean_text,label
"이놈 의 코딩 에러 또 떴 어 . 진짜 좆같 은 파이썬 라이브러리 같 으니라고 . 아니 코드 좀 깔끔히 짜 라니까 , 주석 없 고 개판 오 분 전 네 . 네 가 해 봐 , 말 은 씨발 백 번 잘 하 지 . IDE 오류 띄우 면 어쩔 건데 . 됐 고 , 커밋 메시지 라도 욕 좀 줄여라 . 레 포 가 욕 집합소 냐 ? 하 , 알 았 어 . 대신 디버깅 다 하 면 치맥 가 는 거 잊 지 마 라 .",4
"너 오늘 얼굴 부 었 냐 , 완전 복숭아 농약 맞 은 줄 . 야 씨 , 어제 라면 먹 고 잤 더니 그렇 다 . 굳이 말 해야 속 시원 해 ? 친구 끼리 팩 트 폭격 못 하 나 ? 돼지 같이 귀여워서 그래 . 웃기 고 자빠졌 네 , 네 주둥이 가 더 부 은 거 보여 ? 오케이 오케이 , 어차피 금요일 니까 퇴근 후 노래방 면 부기 빠진다 .",4
"팀 플 자료 봤 는데 네 슬라이드 디자인 진짜 X 같 다 . 눈 썩 어 미치 는 줄 , 폰트 크기 들쭉날쭉 에 색 조합 은 무슨 신호등 냐 . 야 , 너 는 내용 없 으면서 디자인 타령 냐 ? 일단 글 부터 채워라 개새끼 야 . 그래그래 , 서로 욕 만 하 지 말 고 주말 까지 수정 다시 모이 자 . 좋 다 , 근데 피자 시켜 줄 거 지 ? 나 빈속 엔 폭주 하 니까 .",4
"게임 하 다가 넌 또 팀킬 했 냐 ? 개 노 답 관 종 새끼 아니 냐고 . 입 조심 해 , 렉 걸렸 단 말 야 씨발 . 핑 확인 했 어 ? 핑 은 무슨 , 네 실력 부터 업 글 해라 . 손가락 에 똥 묻 었 냐 ? 오늘 밤 랭크 다시 돌릴 건데 틸 트 타 게 음료수 좀 챙겨 와라 . 굿 , 나 욕 필터 끄 고 올 테 니 서로 스트레스 나 풀 자 .",4
"야 머리 염색 했 네 ? 근데 갈치 비늘 처럼 번쩍거리 냐 ㅋㅋ . 닥쳐 , 원래 애쉬 실버 가 려다 탈색 망한 거 라고 씨발 . 어쩐지 비닐하우스 탈출 허수아비 같 다 했 어 . 그래도 네 촌스러운 패딩 보단 백배 낫 다 뚱뚱 야 . 말 다 했 냐 ? 저녁 에 바버 숍 예약 했으니 보 고 기절 하 지 마 라 .",4
"오늘 보 고서 글씨체 냐 ? 완전 초등학생 삐뚤빼뚤 개판 더라 . 폰트 통일 건 인정 , 근데 내용 은 내 가 다 썼잖아 멍청이 야 . 야 , 띄어쓰 기 틀리 면 읽 다가 뇌 정지 온다 . 국어 공부 좀 해라 . 오케이 , 네 가 맞춤법 검사 맡 아라 . 대신 커피 는 네 카드 긁 어 . 그래 , 번 번 봐준다 . 근데 또 틀리 면 진짜 뚜 까 팬다 ? 농담 야 ㅋ .",4
"헬스 장 가 서 보 니까 네 스쾃 자세 개판 더라 . 허리 작살나 겠 다 . 야 미친놈 아 , 처음 배우 는 사람 한테 말 모양 냐 씨발 . 그러니까 배우 라고 말 하 는 거 지 . 나중 에 디스크 터지 면 울 거 냐 ? 오늘 PT 끝 나 고 치킨 은 네 가 사 라 . 살찌 더라도 욕 은 먹 게 . 치킨 맛 으로 운동 하 자 ! 근데 간장 반 , 양념 반 은 필수 다 .",4
"영상 편집 또 했 냐 ? 자막 타이밍 싹 다 밀렸 잖아 개답 답 . 내 가 했 는데 , 프로그램 렌더링 버그 라니까 . 네 가 해 볼래 좆같 은 프리미어 ? 야 , 핑계 치우 고 파 일 명 부터 제대로 써 줘 . 최종 최종 2 가 뭔데 . 그래 알 았 다 , 다음 엔 씨발 진짜 최종 으로 저장 해 줄게 ? 말 만 그러 지 말 고 오늘 에 수정 끝내 . 욕 두 배 감면 다 .",4
"오늘 점심 먹 을까 ? 나 배고파 죽 겠 어 . 나 는 어제 부터 매콤 떡볶이 가 계속 생각 나 더라 . 떡볶이 좋 고 , 국물 있 는 라면 세트 당긴 다니 까 . 분식집 가 서 떡볶이 라면 반반 시키 자 , 튀김 곁들이 고 . 좋 아 , 어묵 국물 까지 마시 면 금방 추위 가실 거 야 . 계산 은 내 가 할게 . 대신 네 가 디저트 달고나 커피 사 줘 . 오케이 , 맛있 게 먹 고 오후 엔 산책 으로 칼로리 태우 자 . 역시 먹 는 얘기 만 하 면 기분 확 풀린다 !",4
"주말 에 등산 갈래 ? 요즘 계속 앉 아만 있 어서 몸 찌뿌둥 해 . 오 좋 지 , 봄꽃 피 었겠 다 공기 상쾌 거 야 . 갈까 ? 북한 산 은 주말 마다 사람 바글바글 하 잖아 . 덜 붐비 는 관악산 왕복 코스 어때 ? 경치 꽤 좋 아 . 좋 아 , 새벽 에 출발 정상 김밥 귤 까먹 자 . 단체 사진 찍 을 삼각대 챙기 고 , 1 회 용 봉투 대신 쓰레기봉투 가져가 자 . 하산 하 고 는 온천 가 서 근육 풀 어 주 면 완벽 코트 지 . 찜질방 계란 식혜 까지 풀코스 마무리 !",4
"어제 넷플릭스 에 올라온 새 드라마 봤 어 ? 응 , 첫 화 만 봤 는데 전개 가 너무 빨라서 시간 순삭 더라 . 주인공 캐릭터 설정 탄탄 몰입 된다는 평 많 던데 ? 맞 아 , 배경 음악 장르 찰떡 라 분위기 살려 주 더라고 . 오늘 저녁 에 같이 이어서 3 화 까지 달려 볼래 ? 팝콘 준비 는 필수 지 ! 콜 , 내 가 달콤 치즈 반반 팝콘 만들 고 탄산수 얼려 둘게 . 다 보 고 나 서 쿠키 영상 있 나 꼭 끝 까지 확인 하 자 . 스 포 금지 협약 체결 ! 내일 까지 아무 에게 말 하 기 .",4
"이번 달 가계부 정리 했 어 ? 나 는 카드 값 보 고 깜짝 놀랐 다니까 . 대충 합산 했 는데 외식 지출 예상 보다 훨씬 컸 어 . 카페 값 특히 야 , 번 에 만 원 씩 쓰 니 쌓이 면 무섭 더라고 . 다음 달 부터 는 주 2 회 만 카페 가 기로 하 고 , 집 핸드 드립 연습 하 자 . 좋 지 , 원두 는 코스타리카 주 고 , 거품 잔뜩 우유 스티 머 써 보 자 . 아침 마다 향긋 커피 내려놓 으면 일찍 일어나 는 동기 생길 거 야 . 절약 돈 으로 여름휴가 여행 적금 자 . 지출 줄이 고 커피 실력 늘 고 휴가 챙기 고 일석 삼 조 네 !",4
"회사 워크숍 일정 나왔 어 ? 그룹웨어 에 공지 떴 더라 . 응 , 다음 주 금요일 부터 1 박 2 일 인데 장소 가 속초 라 바다 구경 겸 좋 겠 어 . 저녁 에 팀 별 요리 대회 한다길래 메뉴 고민 중 야 . 우리 는 회 무침 특기 니까 신선 광어 사 가 서 우승 노려 볼까 ? 좋 아 , 매운맛 달래 줄 백김치 곁들이 고 은근슬쩍 맥주 페어링 까지 . 발표 세션 는 우리 팀 프로젝트 성 과자 모형 으로 시각 화 하 자 . 덕분 에 재미 실적 다 챙겨서 팀 분위기 업 되 듯 . 갔 다 오 면 기획 정리 다음 분기 예산 맡아보 자 !",4
새로 산 블루투스 스피커 사용 해 봤 어 ? 개봉 기 기다리 고 있 었 어 . 음질 깔끔 하 고 저음 풍부 작 은 밤 파티 엔 딱 더라 . 배터리 는 얼마나 가 ? 스펙 대로 열 시간 유지 돼 ? 실 사용 해 보 니 볼륨 70 기준 여덟 시간 은 거뜬 했 어 . 캠핑 갈 가져가 면 장작 타 는 소리 함께 감성 두 배 겠 네 . 그때 재즈 플레이 리스트 틀 고 밤하늘 별 보 며 멍 때리 자 . 방수 등급 IPX 7 라 물 튀 어도 없 대 . 다음 번 모닥불 모임 은 스피커 담당 으로 임명 !,4
"이번 학기 강의 계획 짰 어 ? 수강 신청 전쟁 덕분 에 정신없 었 지 . 월수 는 전공 필수 몰 아 두 고 화목 은 교양 으로 균형 잡 아 뒀 어 . 팀 프로젝트 과목 은 하 기 했 어 ? 파트너 가 중요 하 잖아 . 같 은 동아리 친구 팀 짜 서 의사소통 걱정 줄였 어 . 발표 자료 는 미리 노선 에 정리 해 공유 하 고 , 피드백 달기 했 지 . 좋 다 , 주말 에 만날 프로토타입 시나리오 까지 잡 자 . 학기 중반 에 중간 피칭 있 으니까 일찍 준비 하 면 무리 없 을 거 야 . 파이팅 A 기록 또 갱신 하 자 !",4
"다이어트 중 라면서 오늘 점심 은 뭘 먹 을 예정 야 ? 닭 가슴살 샐러드 에 병아리 콩 추가 포만감 챙길 생각 야 . 드레싱 은 칼로리 바꾸 는 게 좋 겠 다 , 요구르트 베이스 어때 ? 좋 아 , 올리브 오일 조금 넣 고 레몬 즙 으로 상큼 함 살릴 게 . 오후 에 간식 생각 나 면 견과 류 말린 살구 줌 으로 대체 하 고 . 저녁 엔 가벼운 스트레칭 스쾃 50 개 같이 하 자 . 꾸준히 하 면 달 뒤 엔 체지방 률 확 줄 어 있 을 거 야 . 목표 달성 하 면 맛있 는 스테이크 치 팅 데이 가지 자 !",4
"지난번 에 빌린 추리 소설 다 읽 었 어 ? 엔딩 얘기 하 면 돼 ! 응 , 새벽 까지 읽 느라 잠 설쳤 지만 만족 스러웠어 . 결말 반전 장난 아니 지 ? 주인공 사실 쉿 스 포 금지 ! 맞 아 맞 아 , 장치 덕분 에 다시 앞부분 복습 하 게 되 더라 . 다 읽 었 으니 다음 추천 좀 해 줘 . 이번 엔 힐링 에 세이 쉬 고 싶 어 . 그러면 바다 마을 살 이야기 담 은 책 어때 ? 잔잔 마음 정화 돼 . 좋 네 , 읽 으면서 커피 잔 곁들이 면 힐링 완벽 . 다 읽 고 나 서 북 토크 모임 열 어 보 자 .",4
"야구 개막전 예매 성공 했 다며 ? 표 구하 기 힘들 었 겠 다 ! 오 대박 , 자리 야 ? 파울 볼 영역 면 글러브 챙겨 가 야지 . 1 루 응원석 라 분위기 뜨거울 거 야 . 치맥 콤 보도 미리 예약 했 어 . 선발 투수 매치 업도 꿀 니까 경기 시작 부터 눈 못 떼 겠 지 . 그날 응원가 가 사 외워 가 서 합창 해야 해 , 목 다 쉬 어도 좋 다니까 ! 응원 막대 LED 버전 으로 새로 샀 다 , 야광 봉 느낌 으로 화려 해 . 경기 끝 나 고 불꽃 쇼 까지 본다니 하루 종일 축제 네 . 잊 지 말 고 유니폼 세탁 챙겨 !",4
"비 오 는 날 엔 가 떠오르 니 ? 난 빗소리 들으며 책 읽 는 게 최고 야 . 나 는 따끈 부침개 에 막걸리 조합 자동 재생 돼 . 그래서인지 창문 두드리 는 소리 만 들어도 군침 돌 더라고 . 저녁 에 집 부쳐 먹 을까 ? 야채 많이 넣 고 바삭 하 게 . 좋 아 , 재료 는 내 가 사 올게 . 반죽 은 네 가 맡 아 줘 . 막걸리 는 복분자 맛 신상 있 던데 그거 사 올까 ? 달달 안주 필요 하 겠 네 , 군밤 좀 구울 까 ? 완벽 하 다 , 비 오 는 날 홈 캠핑 제대로 즐겨 보 자 !",4
"새 휴대폰 케이스 샀 다며 ? 실물 보여줘 봐 . 응 , 투명 인데 모서리 보강 돼 있 어서 떨어뜨려도 안심 야 . 디자인 깔끔 하 네 , 뒤 에 캐릭터 스티커 붙이 면 더 귀엽 겠 다 . 좋 은 생각 ! 너 겹치 지 않 게 서로 다른 색 으로 골라 보 자 . 나 같 은 모델 주문 했 는데 배송 아직 야 . 같 은 케이스 면 헷갈릴 까 봐 포인트 스티커 필수 겠 군 . 근데 가격 대비 퀄리티 가 괜찮 아서 만족 스러워 . 도착 하 면 둘 비교 리뷰 찍 어서 SNS 올리 자 !",4
온라인 수업 플랫폼 새 버전 써 봤 어 ? 인터페이스 가 더 직관 적 라 강의 자료 찾 기 편해졌 더라 . 녹화 강의 화질 업그레이드 돼서 글씨 가 더 또렷 해 . 1 . 75 배속 으로 들어도 음성 왜곡 거의 없 어서 좋 았 어 . 모바일 앱 다크 모드 지원 눈 피 줄어들 더라고 . 토론 게시판 알림 기능 생겨서 질문 답변 속 빨라졌 어 . 시험 기간 에 실시간 QA 세션 무리 없 겠 다 . 학점 걱정 덜 있 게 활용 해 보 자 !,4
"아침 러닝 몇 킬로 뛰 었 어 ? 날씨 선선 뛰 기 좋 더라 . 오늘 은 5 km 가볍 게 돌 았 어 . 평균 페이스 6 분 초반 라 컨디션 괜찮 았 어 . 다음 주 10 K 대회 자신 있 겠 네 . 준비 는 잘 돼 가 ? 응 , 인터벌 훈련 근력 보강 번갈 아 가 며 하 고 있 어 . 사실 목표 기록 은 55 분대 인데 쉽 진 않 을 듯 . 같이 참가 서로 페이스메이커 해 주 자 . 경쟁 동기 부여 되 잖아 . 대회 끝 나 고 맛있 는 보상 식사 챙겨야지 . 완주 기념 사진 필수 , SNS 해시 태그 준비 !",4
"캠핑 예약 완료 했 어 ? 곧 연휴 라 자리 없 을까 걱정 했잖아 . 응 , 강원도 계곡 근처 캠핑 장 으로 운 좋 게 잡 았 어 . 전기 사이트 라 전기장판 무드 다 쓸 있 어서 편하 겠 네 . 밤 엔 기온 떨어지 니 모닥불 피우 고 가벼운 담요 챙기 자 . 마시멜로 구울 꼬치 준비 하 고 스로 어용 초콜릿 잊 지 마 . 아침 엔 프렌치토스트 굽 고 드립 커피 내려서 브런치 느낌 으로 . 근처 산책로 가 예쁘 다니 카메라 배터리 여분 챙겨 가 자 . 괜히 생각 만 해도 설레 서 벌써 짐 싸 고 싶 다 !",4
"새로 배운 토마토 파스타 레시피 가 있 다던데 공유 해 줄래 ? 양파 베이컨 볶 다가 잘 익 은 토마토 를 으깨 넣 는 기본 버전 야 . 면 삶 을 물 1 리터 당 소금 큰 술 넣 으면 간 딱 맞 아 . 삶 은 면 을 소스 에 바로 넣 고 파르메산 치즈 왕창 뿌려 섞 어 줘 . 마지막 에 신선 바질 잎 올리 면 향 확 살아나 지 . 남 은 소스 는 오븐 에 구운 가지 곁들이 면 다음 날 브런치 좋 아 . 주말 점심 으로 그거 해 먹 고 영화 편 볼까 ? 좋 아 , 와인 병 준비 해 둘게 .",4
"빈티지 마켓 다녀왔 다며 ? 좋 은 거 건졌 어 ? 응 , 90 년 대 워크맨 을 득템 했 어 . 카세트테이프 돌리 는 맛 살 아 있 더라 . 테이프 아직 파 나 ? 의외로 신보 가 카세트 나오 던데 . 집 에 돌아와서 즉시 플레이 해 봤 는데 특유 의 화이트 노이즈 가 감성 폭발 . 이어폰 은 썼 어 ? 요즘 레트로 용 피 케이블 인기 라던데 . 클래식 폼 팩터 유지 채 음질 개선 된 모델 꽤 잘 어울렸 어 . 다음 엔 나 같이 가 서 레트 카메라 찾 아 봐야 겠 다 . 가 면 시간 순삭 니 지갑 두툼히 챙겨야 해 !",4
"새 스터디 카페 다녀왔 는데 책상 넓 고 콘센트 많 아서 마음 에 쏙 더라 . 화이트 노이즈 덕분 에 주변 대화 소리 거의 들려 집중 잘 됐 어 . 회원권 가격 은 돼 ? 요새 다 비싸 서 고민 야 . 주간 1 개월 6 만 원 , 야간 패스 는 4 만 원 라 생각 보다 합리 적 었 어 . 카페 음료 쿠폰 주 니까 커피 값 까지 합치 면 이득 같 더라고 . 자리 예약 시스템 있 어서 피크 타임 에 불안 없 대 . 내일 같이 가 서 과제 몰아 해 볼까 ? 좋 아 , 자리 잡 아 두 고 오전 9 시 에 만나 자 !",4
"친구 결혼식 사회 맡 았 다며 ? 축하 해 , 동시 에 부담 되 겠 어 . 응 , 다음 달 라 미리 대본 준비 하 고 멘 트 연습 중 야 . 긴장 풀 려면 리허설 여러 번 하 는 게 답 지 . 식장 음향 상태 체크 중요 하 대 , 마이크 울림 잡 아야 하 니까 . 재치 있 는 멘 트 몇 개 넣 어서 분위기 살려 주 면 신랑 신부 좋 아 거 야 . 내 가 모아 둔 유머 데이터베이스 공유 해 줄게 , 상황 별 골라 쓰 면 돼 . 포토 타임 관객 시선 분산 시키 는 꿀 팁 같이 알려 줄게 . 덕분 에 성공 적 으로 진행 있 을 같 아 !",4
"플라스틱 줄이 기 챌린지 참여 해 볼래 ? 환경 보호 실천 하 자 . 좋 아 , 일 주일 동안 텀블러 장바구니 필수 고 다니 자 . 배달 음식 은 하 지 ? 컵라면 대신 다회 용 그릇 써야 하나 . 일회용품 없 는 포장 옵션 선택 하 고 , 젓가락 거절 하 면 괜찮 을 거 야 . 불편 하 지만 지구 를 도전 가치 는 충분 하 지 . 성공 하 면 다음 엔 일회용 컵 제 달성 목표 세우 자 . 챌린지 과정 을 사진 으로 기록 SNS 에 올리 면 더 동기 부여 될 거 야 . 작 은 습관 모여 큰 변화 를 만든 다 !",4
"야 , 방금 게임 라그 걸려서 캐릭터 죽 었 어 . 씨발 개화 나 . 벌써 다섯 판 연속 튕겼 다니까 서버 진짜 쓰레기 야 . 랭크 포인트 좆 망 됐 지만 그래도 다시 큐 돌려야 지 . 괜히 마우스 박살 내 지 말 고 냉정 하 게 하 자 .",4
"출근길 버스 또 패스 ? 씨발 교통지옥 따로 없 네 . 비 덕분 에 신발 까지 물바다 , 이미 기분 개 망 . 어차피 지각 니까 편의점 커피 라도 빨 자 . 오늘 하루 시작 부터 욕설 버프 걸렸 다 .",4
조 모임 자료 아직 0 장 ? ㅅ ㅂ 시간 내일 인데 . 민수 또 잠수 야 ? 장 판교 고인 물 냐 ? 일단 내 가 서론 쓸 테 니 너 는 그래프 박 아 . 제출 만 넘기 면 휴강 니까 존나 힘내 보 자 .,4
"싱크대 에 그릇 산더미 , 냄새 존나 역 해 . 네 가 어제 라면 먹 고 놔뒀 잖아 , 얼굴 철판 냐 ? 알 았 어 , 내 가 락스 뿌리 고 씻 는다 ㅅ ㅂ 피곤 해 . 끝나 면 치킨 시켜서 기름 으로 입 좀 달래 자 .",4
"차 시동 켤 쇳소리 났 어 , 엔진 욕하 네 . 중고차 괜히 샀 다 , 수리비 좆나 깨 질 듯 . 그래도 안전 먼저 니 오늘 정비소 가 자 . 공임 비 흥정 은 내 가 얼굴 두껍 게 밀어붙일 게 .",4
"폰 집 에 두 고 나왔 어 , 씨발 세상 단절 . 배달 쿠폰 놓쳐서 점심 값 날렸 네 , 멘붕 다 . 퇴근길 에 찾 으면 되 는 데 마음 허전 . 내 정신머리 에 욕 백 번 하 고 싶 다 .",4
"와이파이 또 끊겨서 영화 컷 못 본다 . 공유기 발 차 고 싶 지만 돈 아까워 참 는다 . 새 공유기 반반 하 자 , 오늘 밤 넷플릭스 정 주행 . 씨발 속도 만 나오 면 세상 다 가진 기분 일 듯 .",4
"드라마 정주 행했 더니 눈 퀭 , 얼굴 붕어 . 스토리 개 쩔 어서 못 끊 었 으니 자업자득 . 팩 붙이 고 마스크 가렸 지만 부 은 건 못 속여 . 다음 엔 새벽 전 에 자자 ㅅ ㅂ 건강 먼저 다 .",4
카페 커피 쏟 아 흰 셔츠 에 지구본 완성 . 사장 님 닦 아 줘서 덜 민망 했 지만 셔츠 값 끝 . 세탁 비 보다 치맥 으로 위로 가 낫 지 않 을까 ? 오늘 운세 좆같 다 진짜 .,4
"소개팅 펑크 났 다 , 존나 허탈 모드 . 이유 모호 하 게 넘겨서 더 열받 아 ㅅ ㅂ . 셀카 반성 좀 하 고 자존 감 리부트 필요 . 치킨 먹 고 칼로리 충격 주 며 멘탈 회복 하 자 .",4
"알람 세 번 무시 하 고 지각 , 돼지 눈 부 었 다 . 회사 의 눈초리 보다 커피 줄 길 어 더 화나 . 늦 었 으니 당당 하 게 들어가 고 오후 에 만회 하 자 . 씨발 내 생체 시계 고장 났 나 .",4
"더위 미쳤 다 , 에어컨 없 으면 삶 지옥 . 전기 요금 폭탄 걱정 말 고 18 맞추 자 . 땀 냄새 풍기 는 인생 보다 낫 다 . 장기 팔 아 전기료 내도 될 판 다 .",4
"버스 또 눈앞 출발 , ㅅ ㅂ 헛 뛰 기만 세 번 째 . 너 뛸 개구리 같 아 , 다리 짧 다 놀림 금지 . 15 분 기다리 기 지루 하 니 편의점 라면 콜 ? 늦 어도 배부르 면 기분 은 덜 좆같 다 .",4
"우리 팀 또 졌 다 , 경기력 ㅈ 같 냐 . 수비 가 소풍 나왔 냐 , 욕 자동 재생 . 다음 시즌 희망 회로 돌리 다 과열 터질 듯 . 팬 질 체력전 네 진짜 .",4
