clean_text,label
네 뭐 드릴까요? 말보르 레드 하나. 네. 여기요! 여기 사장은 없어해 네 사장님 지금 안계세요. 뭐 .찾으세요? 지금부터에내 말 잘들어..여기 주머니에 있는 돈 다 담아. 네?? 왜 이러세요!! 입닥쳐 빨리 사람 오기전 돈이나 쓸어담어. .살려만 제대로빨리제발. 주세요 안하면 패버릴거니까 빨리빨리 ?라. 하면 여기요. 진작 이렇게 줄것이지. 경찰 신고네 알지?,1
이대리 오늘 도대체 뭘한거야? 하라정리도 하고도바닥도 했습니다 이게 한거니? 네 열심히 했습니다 왜 이건 복사 안해놨니? 아까 창고고 안하셨는데요 내가? 아까 말했는데 너가.못 귀 이니? 아닙니다청소 지금 하겠습니다당장물한거니 새로 받아와 이걸들었어먹으라고 ? 죄송합니다,2
네네 무슨 일 마세요에 전화주셨나요? 우리 애가 지우개 ? 훔친거 가지고 애들 앞에서 면박줬니? 그런게 확실해 댁 내 따님분이 한 두번 훔친것도 아니고 여러번 훔친 게 확인 되어서 경찰 너무 심할거 꾸중 한 마디 한겁니다. 아니 그 구멍가게 물건이 얼마 한다고 그러냐고 내 애가 맨날 훔친거 아니고? 네 본 애들도 있고 확실합니다 됐고 내 애 울면서부르는건하교같아서했어 이번 일 각오하는 게 좋을거야 너도 애 있다며하나제 애까지 끌어들이지 마세요 내 애도 울면서 들어왔는데 넘어가 니 애 죽여버릴거야 이러지 때문 저도 곤란합니다. 단지 교육 차원에서네한 마디 네 뿐이라고요 됐고못아 저기 했을 애 보이그냥 죽여버릴테니까 니 아들 죽은거 보고 그때 반성해 남 애 함부로 울리면 어떻게 되는지,0
형 형! 돈좀있어? 저 저요.? 여기 형말고 누가 있어? 형 얼마 있어? 저.저.돈 없어요.근데.제가 왜 형이에요? 에이 잘 생겼으니까 형이지. 형 돈 좀만지갑주면 안때릴게 봐만저줘좀. 많게 생겼네 내진짜 현금 없어요.진짜요.놔주세요. 에이 그냥 주머니에!있네! 내가 지갑 뒤져봐도 돼? 뒤져서 나오면 어떻게 하려고? 줘 저 진짜우스워 없어요.죄송해요. 나 진짜 지갑 연다?돈 가 말로만 이러니까 ?로 지갑에도 돈 없어요 죄송해요.,1
대리님 왜 그러세요?가이거 오늘까지 제출해야 하는데 좀 ? 네? 저도 해야 할 일이 많아서요. 아니 좀 도와달라잖아 그것도해줄래못 해줘? 저도 도와드리고 싶은데 할김사원일이 많아서요. 너랑 나랑 얼굴 맞대고 일해야하는데 감당할 수 있겠어? 네? 감당할 수 있으면 하지 말든가 아닙니다 제 하겠습니다.,2
야 너 휴대폰좀 빌려줘봐 안돼. 지난달에도 휴대폰 요금이 너무 휴대폰 엄마한테 혼났어. 알 바야? 닥치고 폰이나 내놔 폰 주면 또 결제하려고많아줄? 응 게임 캐시그러지다떨어져서 충전좀 안돼 진짜. 맞고 래 그냥 래?나와서진짜 한번만 더많이결제한거줄들켰다가는 뺏길지도 몰라 아 씨 오늘따라 왜이렇게 말이 당장 안내놔? 제발.,1
잠깐만 있는거 학생 ? 저거기부르셨너요? 그럼 누구겠어 왜부르시죠 내가 지갑을 잃어버려서 돈이없다 돈좀 있녀 아니요 현금없어요 에 열어봐 이건 안되요 그건주머니내가 판단해 내놔봐 ?이건 제돈아니에요 이리 안줘돈 좀 맞을래? 예그건 정말 제 아니에요,1
얼마 가져왔어? 십만원 정도. 야 걸로 새 폰을 어떻게 사 이게 최선이었어. 그럼 최선을 다해맞자 너 제발 때리지만 마! 그럼 내일까지 만들어배 3로와 그걸 어떻게. 아 그건 네가 생각해야지 말도이안돼.,1
야 너이마빡에 빛이난다 어? 한대만 때려보자 퍽 아 흑 왜그래 아팠어? 빛이나길래 봤다 가만히있어빡 퍽퍽 야 두드리니깐두드려열리겠는데? 빛이 나다 열리나? 야뭔소리야 저리치워 너 서운하게 왜그러냐 친구사이에 퍽퍽퍽 흑야 너 미쳤어? 광이난다 이마봐야참 예뻐 흑흑,3
나씨 보다 물탱크 좀 주시겠어요? 물탱크. 물 저희 마시는 것도 아닌데 매번 저만 나씨. 하잖아요가 저희 부서 유일한 남자직원이잖아요. 그러니까요 저 일꾼 아니고 직원입니다. 그래서 못해주겠다는 건가요? 그런게 아니고 매번 저만 싫습니다 갈고갈아짐 . 부당하다는 겁니다. 나씨가 남자직원이니까 힘도 제일 세고 거 양도 저만 여직원정수기 더 많을 먹는 아니에요? 저 하 거의 안씁니다. 물 싸가지고 다녀요나르는데 정수기 그러고도 이 팀에서 잘 어울릴 수 있을까요? 왕따시키겠다는거에요?,2
너가내주기라는 민수 제자니? 네 맞는데요 왜 그러시죠? 혹시 저희 선생님께 무슨 일 생겼나요? 무슨 일상황 그냥 선생님 콩팥 하나 정도 가져가려고 네.? 장난치시지 마세요. 장난이 너무 심하신 거 아니신가요? 아 어린애라 그런지 은 판단 못하네 사진 보내 줄 니 그럼봐 장난인지 아닌지 어 왜 그러시는 건가요 신고 할테거예요 당장 신고 할 거저. 신고해보던지 어딘지는 알고 신고하게? 예요한테 원하시는 거 있으시면 최대한 할게요말선생님 해치지 말아주세요 봐 가 하는 거 가져다 남자만 해 그러면 그냥 깔끔하게 끝날 일이야 그렇게 하도록 할게요 바로.?할게요,0
너 저번에 . 지갑에서 돈.훔쳤잖아. 그.을.왜 지금확꺼내 다 불어버리기전에 얼마 나한테 줘봐친구 내가 왜 줘야가져간? 다 불어버릴거라니까? 니가 되는데 돈 주인이랑 모든 사람들에게? 얼마면 되는데? 10만원만 줘라? 야 지금 10만원야없어말 불어버릴까보다. 내일까지 줄게,1
어유 파리꼬여 어디서 계란썩는 냄새가 나냐 설마 사람한태 나둬라 냄새는 아닐테고존나너 뭐라우쭈쭈 얼래 저 새끼 깝치네 야 야 냅는 자기가 뜨끔해서 그런거겠지 너도 싸우고에싶냐? 했냐 욕먹어서 화났어요들 왜 드니까한테 지랄이야 이 새끼?아 니가 맘 안나,3
나좀 제발 그만 따라다녀. 이야 너 만나려면 널 찾아가야될거아냐 우리 그런자나. 이건 스토킹이야 난 아직 안헤어졌어. 가 적으로 말한거지 제발 나좀 놔주면안돼? 내가 알았어괴롭혔다고그래. 다부탁널 사랑해서 헤어졌거지 우리집일방비밀번호를?이 와언제 너어떻게들어가는거 봤지. 남자친구가 그정도도 못보냐? 너네집에 다른 남자뒀나보지? 제발 그만좀해.아니라고. 너의너그 정신병적인 의심병때문에 헤어진거야 뭐? 정신병숨겨 이년또 말다했냐? 어디 다리하나 부러뜨려놔야 바람을 못피지. 일로,0
야. 거지! 너네집 저기 판자촌이라면서? .은판자촌이 뭐야? 은 저 위에 저녁 쓸 집들 있잖아. 거기 귀신의 집 다 허물어진데? 새끼. 귀신의 집은 않잖아. 쟤네 집은 천장에 구멍도 뚫려 있을걸. 추워서 집 이불 둘둘 나 나.에서용케 얼어죽진 않았네. 날도 추운데 걱정왜 못해줄망정 그게 무슨 망발이냐? 거지 친구야 가핫팩하있을텐데 줄까? 추운데 이런거라도 있으면 낫지 않겠어 크큭 와 배려심봐라.줄테니까쩔어. 나도 쓰던거 있으니까 다 때까지는 쓰러져가는 수 있겠다. 내가 해도봤자쓰던거 . 꼭 가져가.?쟤 주고 나면 말고내손시려워서 어떻게 하냐? 새끼 꼴에무너지진자존심 있는지 얼굴 빨개지네? 그래 같이 넌 거지새끼 못 면내일.,3
여보 생활비좀 주세요 아니 제놈의 마누라는더허구한날 입만 열면 돈 이야 애들 학원비며. 괜히 애들 핑계 대지마! 이가 입고 쓰는건 없어요. 정말마 아주 뱃살이 출렁출렁타령여보. 그러지 말고 생활비좀 주세요 못줘! 뱃살 쳐지는 거 이상 보기 싫어서라도 못줘 야여편네제가 먹고 쓰는건 없어요. 믿어주세요. 저리가 이 거짓말 정떨어져,3
데 살라고 했는데 이새끼가깔짝깔짝건드네? 그러지마 그건 정말 너 입술 잘못한거잖아 내가 잘못했어도 그걸 니가 뭔조용히 말해 뭔데?신고하네 마네야 나쁜일이니까. 니가 이야? ? 경찰도 아닌새끼가 남의여기일에 오지랖은 .그래도 그건 아니야 아네이 외골수새끼 가 부르트도록 쳐맞아도 아직 정신 못차렸네 아 뇌는경찰아직 터지도록 안맞아서 그러냐? 제발. 서 멈춰주면 나도 조용히할게 야어니가 조용히 하는건 하나도 안중요하고 이빨.꽉 깨물어라 안그러면 이야나간다새끼야 제발 그만해.,0
돈을 빌려갔으면 갚아야지 죄송합니다 시간을 조금만 더 주십시오 내가?왜? 내가자선사업가야? 나는 엄연한 사업가야 알고있습니다을부탁드릴게요 뭐 보니까 남은 그럼도 남 없는하지만것 같은데 말이야 진짜입니다빈털털이 한번만 봐주세요 그래도 저 자동차 한대 있네? 저거밖에 없어요정말. 그럼 저거라도 줘야지 이제의 돈 빌려가놓고 편하게 차타고 다닐라했어 걸어다녀야지 그러면서저도얼마 떼우고 갚아야지 이자몸 너무 비싸고 것 아쉬울때는.빌려놓고 이제와서 이제 타령하는거야? 웃기지마 거는 내가 가져간다,1
이 로 와 넌 토막내서 죽여줄게 살려주세요 싫어 난.너의 장난감이랑 놀 시간 보네고 싶어서야그러는거야 제발 그만 그리고 너의 몸 장난감을 아주 잘 갖고 놀아야지 그 칼로이경찰 그렇게 까지 .칼로 쑤시는 맛이리있거든 살려주세요 살아있는 애는 재미이런없어 이 새끼야 왜이다 미친 싸이코 같은 놈 총 쏘기만 해봐 목를 썰어 주겠어,0
병신이 아이스크림 쳐 돼 있냐? 난 먹으면 안 돼무서워라먹게그만 좀 해. 당연히 안 너 개못하는 찐따잖아.하기야 닭대가리가 말도 하네 동물농장 나가자. 너네 학교폭력으로 신고 전에 그만 해. 아이고 ? 살려주세요 으헝헝 제발공부좀 저리 가. 나였으면 아이스크림 먹을 시간에 공부한다.되지멈춰! 저러니까 맞고 다니지,3
와 한창 분위기 누구때 방해해서 죄송합니다 누. 좋을야? 이 새끼 갑자기 쉬쉬 사장님 흥분하지 마시구요 제가 이 여자 오빠되는 사람 그런데 안타깝게도 얘가 아직 18한번 안됐지 뭐예요 사랑?. . 사 어때서? 우리 그게. 뭐하는 사이야 푸하하하입니다 재미있으신 분이시네 저이분저기 내가 살이 실수 한것 같으니 용서해주게 용서라그뭐 까짓것 용서해드리죠 자네 제게 뭔가 필요한게 있어서요 사모님 번호가 뭐였더라 돈이 필요하다면 내 지분을 팔아서라도 줌세 제발 그 사장님의소유 은행 있는 건물 기억나시죠? 다만가 그걸 어떻게?,1
니가 나내따라.닮은애구나?선생님머내가? 나 너 안따라해. 머라는 야. 여기 사진 다 있거든. 너 내가 누군지 모르지? 너 작작 찍혀야나정신차리냐? 아니야 나. 나 진짜 아니야. 이거 나 아니야. 애 래니? 한번 좀 나대. 진짜로 나 진짜 아니야 나 이런대 가보지도 않았어. 야 니가 썸남이러지 꼬리쳤다며 거짓말 하지마 내가 다 ? 이러는거거든듣고 진짜 거 아니야. 나랑 앤가봐. 야 재 입 좀 어떻게 하자. 애들아 제발 한테 말아줘. 한테 말할거야한다는,3
자꾸 이런식으로 내 연락 하면 나도 가만 있지않잖아않을거야 어떻게 할건데? 당장 네 집안 가서 다 말할거야 정말 그러기야아냐 제발 이제 그만해 네가 ? 연락 무시하고 해결책을 내놓지 집 하길 행동? 당장 어떻게에 가서 네 와이프에게 말해 그건 에 돼. 나 하당해 그 정도도 생각 안하고 원하는데했니자꾸 진짜 너않겠어칼로 갈기갈기 찢어 죽여 버릴거야 나도 가만 있지무시않을거야. 이렇게 말이그럼안통이혼니 자꾸 연락을 차단하는거 ? 네가 그렇게 나오면 나도 이제 가만있지,0
야 너는 00고등학교 배정되서서어쩌냐 왜 00고등학교가 어떄 ? 거기 지낼거야 구리잖아. 애들도 너 돌대가리 아니면 일진뿐이라던데 나는 상관없어인생어짜피 공부 잘하니까 뭐가 상관없어 니 친구 도 다 공부못하는 애들이고 노는애들 뿐일텐데 걔네집 안놀아 나 혼자 내신 다 걔네가서 존나 구려지겠지? 나는고등학교처럼 랑 잘살고 공부잘하는 친구들 많이들사귈건데 그래라 너는 어쩌냐도 망했네 그만해,3
손병신. 하. 한숨 쉬었어이야야 손병신. 그렇게 부르지마. 뭐? 병신한테 병신이라 . 그렇게 하지 말라고 야 병신아. 너 손? 그래서 똥은.어떻게 닦냐? 그런 말 하지 말라고. 이 새끼가 형님이 말하는데 말대답이야? 아 때리지마.말으이구 병신그러는데새끼!,3
너 내가 쳐다보지 말랬지 미안 근데 지금 아니야 본거 있잖아?아니야 일부러쳐다보고본게 아니야 본 거 맞네. 왜 거짓말해? 거짓말 나쁜거지? .응 그럼 맞아야겠지쓸게은미안해 잘못했어 뭐가 잘못했는데? 반성문,3
나이가 몇인데 내가은이런 것까지 일러줘야돼? 죄송합니다 기본적인 것도 탑재가 안되있으면 어떡해? 죄송합니다. 돼 죄송하다는 소 듣기 싫어 제대로 할수 없어? 다음부터 제대로 해보겠습니다 그따위로 하다간 다음 없을지도 몰라 제대로좀해 제발! 네 정말 죄송합니다다시아주 가정에서부터 교육을것리좀 받아야그 문제 많아 요새 젊은가 들은 . 죄송합니다,2
야 나 오늘 .도 안가져왔는데 5만원만 빌려주라 내아. 지난 번에도 빌려간 돈 아직 안아지갑 가 급해서 그래 꺼까지 해서 바로 줄게 약속을 안지키시는데 저 드리기 싫어요 우리 사이에 왜그래 주셨잖아요.이번저 정말 힘들어요 한번만 주면 다시는 달라고 안할게 정말 그만하세요 오늘앞으로 너 안괴롭힐게 이번 한번만 주라 이번이 마지막이에요.,1
가 오늘 당직이시죠? 그런데? 아 직원 부모님 상당했다고 문자 한통 전직원들에게 부탁드려도될까요 그런건 서무가 하는 ? 아 그렇긴한데 주말이라 당직자 부탁하는건데요. 나 문자에게못보내주겠다 니가 와서 해라시간네?는못들었니? 니팀 와서 보내라고. 주말인데 사무실 가려면 장님좀 걸리는데 한번만일보내주십시오.?당직자가 원래아니니해주는 일도 맞지까지않습니까? 아 그건 모르겠고 니가 와서 보내든가 말든가해라 끊어라,2
너 왜 내 거든 합성해서 프로필 사진 한거야? 이게 왜 너거? . 얼굴이랑 근데 몸가 이렇게 합성한 ?을 뭐냐고. 얼굴만 살짝 비슷한데? 뜬금없다. 이야 나 일부러 놀리려고 그런거지? 그리고 남의 사진으로 이러는 거 불법게사진? 아 예 그래서요? 이거 내가 했다는 증거맞잖아있어이유 내 핸드폰 남이 한 거일 수도소리내잖아있잖아 그럼 사진 지워. 싫은데?? 웃기잖아 돼지 같고 좋은데 뭐. 야 그리고으로돼지얼굴에 돼지 몸예붙여걸 이 잘못이야? 뭐? 돼지라니??너 진짜 말 좀 가려서해. 돼지 아니야 너 준을 때마다 꿀꿀 .,3
내놔 내놓으라고 없는데 뭘 줘? 뒤져서 나오면 어쩔래 뒤벼보고 안나오면 어쩔껀데 없음 니가 일을하든 아님 집에 정신차리지 받아가야지 싫은데 이게 진짜 죽고싶나 내가왜 죽어 아 이 미친년봐맞아야 넌 가서 그만해 얼마필요한대 이제 정신드냐뒤져얼마필요하냐고 10만 가지고와라,1
니가 내돈 훔쳤지? 아니야 내가 왜 니돈을 훔쳐같은없어졌는데?? 지갑에 있던 고이? 어디 다른데다가 흘렸겠지 나는 아니야 하 니야돈 있네 너 집이 찢어지게 가난하다며 그래서 내가 을 했다는거야? 어도둑도둑년이 당당하게 눈치켜뜨네?? 나 정말아웃기 너까지 년은 손목이 분질러져야 두번 다시 도둑질 못할건데 그렇지? 아니라정말 나구!!! 큰소리내지마 짜증나니까 손목은 분질러지고 입 막혀야 정신차릴래?,0
야 조선생 이것 좀 해와하고네?알겠습니다저 부르신건가요?그래도그래 여기 너말고 더 있냐? 저기 직장인데 그렇게 부르시는거는 좀. 뭐 그럼 내가 존칭까지 써가면서 불러야겠어? 일이나 제대로 해 네.알겠습니다. 일 이따 저기 쓰레기도 좀 버리고 와라. 이실치료 너무 . 저 혼자하기에는 너무 힘든데요. 그럼더럽다다 늙은 내가 하리? .버리고 오겠습니다.,2
너 이번에 약속한 못만큼뺐더라? 0.1 부족한거였잖아.못그래도 뺀거지 돼지야 어떻게 정도도 못빼냐 나도 넌했어 나도 노력했는데어떻게 안되는걸 . 하냐고. 나도그정도는 식은죽 먹기로 했어 어디서 돼지가 이상한 소리내냐. 나 아니야. 더 노력하면 예뻐질거야. 돼지가 노력하면 이뻐진대. 돼지가 예쁘면 얼마나 예쁘다고 다.똑같은그돼지인데. 돼지 아니라니까. 그러지마 내동생이라는게 돼지야 돼지야쪽팔리다돼지야돼지노력 나보고 아는체 하지마. 미워 오빠.,3
아! 아줌마 운전을 이렇게 하면 어떻게 해한? 네? 일이시죠? 아줌마가 .하면서 내 오토바이를 쳤잖아요. 무슨 소리에요? 이렇게 주차무슨선 안에 차가 잘 들어가 있는데. 여기 보세요. 제 오토바이불러도 이렇게 쓰러져 . 아줌마 차가 내 오토바이를 쳤다니까! 말도 안되는싸게소리를 도! 경찰을 도 되지만 여기가 또 호텔 주차장이부를까주차아줌마를 위해서 내가 처리할게요. 요 50? 어때요? 말가 안 되는 소리 하지 마세요. 그럼 경찰도 부르고이네 회사이렇게 부르고있잖아요아줌마 남편도 잖아? 다음주부터 사이좋게 남편하고 운전연수 하면 되겠네. 이거보험완전 사기꾼 .,1
저에이번 육아휴직 좀 내려구요 의 남잔데 무슨 육아휴직이야 아내 혼자 너무 해서요 그래서 너만 힘들 줄 아냐 근데 회사있지복지 중에 유가넌 휴직제도 있던데요 너무그래 쓸힘들어순 한번 써봐 무슨 말씀이신가요 니가 휴직하고 와서 니 자리가 있는지 보라고 부당하다고 생각합니다 지금 당장 그만두던가,2
재형아 미친야 가 누구 보고 재형이래 더럽네건들하새끼 하.? 야 .야 내가 더 기분나빠야존제자체가 민폐인이새끼 재형이 보고 새끼라고 하지마 새끼란 욕 불쌍해 그래 내가 미안하니까 이제 그만해 잘못했어 그래 야 현우야 작작하자 나중야심하게 다가 큰일 날 것 같으니까 괜히에 적당히 건들자 아니 웃긴 새끼네 야 날 나쁜사람으로 만드냐 그리고 니가 맞을데 고을 해새끼야 명령야 적당히 하자니까 저 더러운 놈 잘못건들잘못 우리만 손해야 착한들었어내가 참는다. 야 적당히 하라현우 내가 뭔 죄를 졌길래 계속 그러는데 작작해 이 새끼가 미쳤구나 하교시간하고 보자 먼지 나도록 뭔 준비때 이 새끼 중학교생활 망했네 너 말이야 사람 면 건 성적표 점수도 내려갈 준비하고,3
야 제 민호하바 팔 한짝 밖에 애들아 놀리지마. 야 뭘 아니야 그러냐 놀리는거 놀린다고 내가 듣기야 놀리는거로 밖에 안들려 봐. 이 시발럼이 야 뒤질래? 갑자기 왜 . 야 니가 화나게 하잖아 시발없어아니 너가 놀리는거 같아서. 에는 놀리는거 아니라고 몇번을 말해 한 번더 말대꾸 해봐 다음엔그래죽여버린다 응 미안해.,3
야 좋은말로 아빠때 놓고 놓고이할가 사주신거에요가라아니 그냥 빌리겠다고 빨리 벗고 가 아 진짜 안되는데 야 내가 만만하냐 거 가라고 제발요 지랄하지말고 가진거 다 내놔 제발 돌려주세요 뭘 되돌려 줘 이새끼야 안돼요,1
야 너가 게임 팀킬장인 맞냐? 맞는데 뭐. 왜 불렀는데 키도 조그마해서 초등학생도 못 이길사람덩치구만. 형이 햄버거 사줄테니까 기분풀고 집에 가렴.설마야 클랜전책임져야지 너 때문에 망한거잖아. 니 덕분에 우리 클랜 그러다도 내려갔더라? 기분 좋냐? 야 그거 때문에 그러냐? 애가 게임이랑 현실이랑 구분 고마워 하네. 그니까 너가 방구석 히키코모리처럼 사는거응 ? 못 말 할 수 죽여 때 계속 게임해봐.수말 할너 때 내가 너 누군지 모르지만있을제발 게임이랑 현실이랑 구분 해라 랭킹 그렇게 죽이게 생겼다? 왜 랭킹 떨어졌다고 사람 죽이게? 잘아네. 내가 현질해서 거기까지 올려놨구만 가 다 망쳤는데 이었는데. 아니냐가 실컷 떠든것처럼좀난 게임이랑 현실 구분너그래 하니까 애기처럼 있을볼게. 진짜니바로죽나 야 왜이래. 게임 일 뿐인데 다음부터 안 그럴게. 랭킹 높여놔 줄게. 애초에 가 사람 말했으면 바로 왜. 된다니까 자존감총 깍아내려가지고. 그 게임에서는 이 총 한번 헤드샷 날리면 바로 쓰러지러더라? 덕분에 실제로 그런지 테스트 해볼 수 있게 됐네 야 고맙다 못. 왜 이래. 도은 또 어디서 난거야.그거 빨리 내려놔. 너까지그러다가 범죄자 넘어갔을텐데?,0
야 저기?지나가는 애가 잘 산다며돈 예. . 제가 우리 학교에서 잘 산다며 애 중에좀 입니다. 맞습니다. 어리버리하긴 해도 집안 너는 끝내 준다고 하더라구요 없어요그래 제 좀 불러와라하나예 형님!! 야 하나 잠깐 우리 형님이 좀 보시 형님 네 저를요 왜요?? 말에 토달지 말고 가보면 알거 아냐 따라와 야 너네 집이 좀 산다는? 우리가 놀아야 하는데 뭐가 없어서 말이야 지갑잰다좀 빌려주라 이러지 마세여 전 돈 아 그래? 그럼 가방 뒤져서 ? 나오면 1000원에 얼굴 한대 맞는다? 맞고 줄래. 곱게 줄래??,1
최대리는 이제 살 좀 빼야지 그래 이 너무 둔해 보이네제대로말 좀 빼는 게 어때 운동을 하고 있습니다 회사 일이 바쁜데 운동할 시간은 있나봐 일은 하지도 않으면서 칼퇴는 하잖아요 죄송합니다 운동을 하는 게살아니라 먹는 걸사람줄이라는 거야 사무실에서 쩝쩝거리기는 하고 이야 죄송합니다?말로만잘만맨날 죄송하다고 하면 뭐해,2
새우버거 아 청아님 새우버거 말고 저희 가게는 쉬림프아치즈버거 있는데 그걸로 드릴까요뿐입니다 아니 무슨 말이 그렇게 많아! 아 죄송합니다. 이름때고객달라 확인차 여쭸습니다 그래서 를 준다는말이야? 주면 주라는대로 줘! 받았을이 먹기 불편하실까봐 확인한것 . 죄송합니다 아 뭐가 다르냔말이야!!!!!!!!1 새우가 들어간건 같은데 치즈도 들어가있고 치즈를 빼고 주면서될꺼아냐!!!!!!!!!!!!!!!이 멍뭐 무슨말이?그렇게 많아 죄송합니다.,3
정말 장애 뭐?? 도 ?있냐? 왜 못알 어 너 지금귀뭐라했어야왜 장애보고아들장애라고 하는게 잘못이야장애 당장 사과해 싫은데 내가왜? 너 가만안둘꺼야 손가락 무섭네 꺼져,3
